编号,汉字,拼音,声母,韵母,笔画,部首,多音字,姓氏,含义
3005,满,mǎn,m,an,13,氵,否,是,"(形声。本义:填满,布满)；同本义；足够,达到一定限度；烦闷；饱满;丰满；郁闷,闷塞不畅；全,整个；自满；中国少数民族名。“满族”；姓"
3006,漠,mò,m,o,13,氵,否,否,"(形声。从水,莫声。本义:沙漠) 同本义；淡泊,恬淡,即不追求名利；冷淡,不关心；空廓,寂静"
3007,滇,diān,d,ian,13,氵,否,否,"滇池；湖名。又称为昆明湖、昆明池、滇南泽。在云南省昆明市西南；中国云南省的别称；古国名 。在今云南省东部滇池附近地区；古族名 。西南夷的一支。战国至秦汉时,分布在今云南滇池附近,中心在今晋宁县"
3008,源,yuán,y,uan,13,氵,否,否,"(形声。从水,原声。“原”有表义作用,指水源。本义:水源,源泉。字本作“原”)；同本义；来源;根源"
3009,滤,lǜ,l,v,13,氵,否,否,"(形声。从水,虑声。本义:用纱、布等过水,使水清洁) 过滤"
3010,滥,làn,l,an,13,氵,否,否,"(形声。从水,监声。本义:浮起,浮现)；同本义；大水漫出,泛滥；浸渍,泡在水里；贪欲;卑污；收聚；过度;超过限度;漫无准则；虚妄不实；用同“烂”；任意地;肆意地；假借为“鉴”。浴盆"
3011,滔,tāo,t,ao,13,氵,否,否,"(形声。从水,舀(yǎo)声。本义:水势盛大的样子)；同本义；傲慢,专横霸道；使大水泛滥；云集一起地涌往"
3012,溪,xī,x,i,13,氵,否,否,(溪本作谿)；山间不与外界相通的小河沟；泛指小河流；没有出口的山沟；古州名 。在湖南省境内
3013,溜,liū / liù,l,iu,13,氵,是,否,"瞟,偷偷地看；偷偷地拿；鸣,叫"
3014,漓,lí,l,i,13,氵,否,否,"漓江 。水名,在广西东北部。为桂江上源。同湘江上游间有灵渠(湘桂运河)相通"
3015,滚,ɡǔn,,ɡun,13,氵,否,否,"(形声。从水,衮声。本义:大水奔流貌)；同本义；连续不断,急速翻腾的样子；圆的；滚动,滚转；液体温度达到沸点以上而翻腾"
3016,溢,yì,y,i,13,氵,否,否,"(形声。从水,益声。本作“益”。象水从器皿中漫出。本义:水漫出来)；同本义；水泛滥成灾,淹没；过度,过分"
3017,溯,sù,s,u,13,氵,否,否,"(形声。从水,朔(sù)声。本义:端直地逆流而上)；同本义；探求；追念思慕"
3018,滨,bīn,b,in,13,氵,否,否,"(形声。从水,宾声。本义:水边)；湖、河、海的水边陆地；古州名 。五代周显德三年(公元956年)改赡国军置,治所在渤海(今滨县)。辖境相当于今山东省滨县、沾化、利津和博兴县的一部分；靠近;临近；姓"
3019,溶,rónɡ,r,onɡ,13,氵,否,否,"(形声。从水,容声。本义:水盛大的样子)；同本义；广大;盛大；容颜,容貌"
3020,溺,nì / niào,n,i,13,氵,是,否,"没入水中；沉湎,无节制；陷于困境；失职 。如溺职；假借为“弱”。水浅,意谓水弱不能胜舟"
3021,粱,liánɡ,l,ianɡ,13,米,否,否,"(形声。从米,梁省声。本义:植物名。古代指粟的优良品种,子实也称粱,为细粮)；同本义；高粱；精美的饭食；又"
3022,滩,tān,t,an,13,氵,否,否,"(形声。从水,难声。本义:河道中水浅流急多沙石的地方)；同本义；滩头。指江、河、湖、海边水涨淹没、水退显露的淤积平地；等级；用于在平面上成灘的東西"
3023,慎,shèn,sh,en,13,忄,否,是,"(形声。从心,真声。本义:谨慎;慎重)；同本义；警惕；与“勿”、“毋”、“莫”等连用表示禁戒,相当于“务必”、“千万”等；顺从,顺应;遵循,依顺"
3024,誉,yù,y,u,13,言,否,否,"(形声。从言,舆(yù)声。本义:称赞,赞美)；同本义；jǔ。推荐；荣誉,美名；yǔ。同类"
3025,塞,sāi / sài / sè,s,ai,13,土,是,否,"(会意兼形声。从土,塞(xià)声。塞同罅,空隙之义。本义:阻隔;堵住)；同本义；填塞;充满；遏止,禁止；补救;抵偿；搪塞;应付；困窘,时运不通；诚实"
3026,寞,mò,m,o,13,宀,否,否,寂静;无声响
3027,窥,kuī,k,ui,13,穴,否,否,"(形声。从穴,规声。本义:从小孔或缝里看)；暗中察看。亦泛指观看；观察,侦探；伺机图谋;觊觎；观看"
3028,窟,kū,k,u,13,穴,否,否,"(形声。从穴,屈声。本义:土穴)；同本义；洞穴；又；又；又；穴居;作巢"
3029,寝,qǐn,q,in,13,宀,否,否,"(形声。从宀,侵声。本义:睡觉)；同本义；卧；寝室、卧室；君王的宫室；宗庙中藏祖先衣冠的后殿；帝王陵园中的正殿；丑陋"
3030,谨,jǐn,j,in,13,讠,否,否,"(形声。从言,堇(qín)声。本义:谨慎,小心)；同本义；恭敬"
3031,褂,ɡuà,,ɡua,13,衤,否,否,"中式的单上衣；古时军装的一种,有罩甲的短袖戎衣；清代礼服外服的名称。礼服加于袍外称外褂,短的称马褂"
3032,裸,luǒ,l,uo,13,衤,否,否,"(形声。从衣,果声。本义:赤身露体)；同本义；露出的身体；动植物外面没有毛、羽、鳞、甲或其它东西包裹的"
3033,福,fú,f,u,13,礻,否,否,"(形声。从示,“畐”声。声符亦兼表字义。“畐”,本象形,是“腹”字的初文,上象人首,“田”象腹部之形。腹中的“十”符,表示充满之义,则“畐”有腹满义。“福”“富”互训,以明家富则有福。本义:福气,福运。与“祸”相对)；古称富贵寿考等齐备为福。与“祸”相对；祭祀用的酒肉；赐福,保佑；亦作“拂”。行礼。上身稍微前倾,双手重叠在偏右方向上下移动；(fù)。相称,符合；姓"
3034,谬,miù,m,iu,13,讠,否,否,"(形声。本义:极端错误,非常不合情理)；同本义；欺诈;迷误；姓"
3035,群,qún,q,un,13,羊,否,否,"(形声。从羊,君声。本义:羊群;兽群;人群)；三个以上的禽兽相聚而成的集体；集团,社会集体；泛指多数；指人；指事物；聚集;会合,联合；随俗；众多"
3036,殿,diàn,d,ian,13,殳,否,否,"(形声。本义:击声)；古代泛指高大的房屋,后专指供奉神佛或帝王受朝理事的大厅；最后,最下；镇抚,镇守；定,评定；殿后,压阵；停,停止"
3037,辟,bì / pì,b,i,13,辛,是,否,"(会意。小篆字形,从卩,从辛,从口。“卩”,音jié,甲骨文象人曲膝而跪的样子。“辛”,甲骨文象古代酷刑用的一种刀具。本义:法律,法度)；同本义；君主；古称官吏；罪,罪行；回避,躲避；征召来授予官职"
3038,障,zhànɡ,zh,anɡ,13,阝,否,否,"(形声。从阜,章声。阜,土山。从阜,与高下、险阻有关。本义:阻塞,阻隔)；同本义；阻挡;拒绝；遮挡;遮蔽；佛教用语。烦恼；古时边塞上险要处用以防捍寇盗而另筑的小城；步障,布帷或屏风；幛子 ,上面题有文字或画有图画的整幅绸布"
3039,媳,xí,x,i,13,女,否,否,儿子的配偶；弟弟及晚辈亲属之妻
3040,嫉,jí,j,i,13,女,否,否,"(形声。从女,疾声。本义:忌妒才德地位等美好的人)；同本义。泛指忌妒；憎恨"
3041,嫌,xián,x,ian,13,女,否,否,"(形声。从女,兼声。本义:疑惑,怀疑而有可能性)；同本义；避忌；厌恶；嫌隙,仇怨；怨恨"
3042,嫁,jià,j,ia,13,女,否,否,"(形声。从女,家声。本义:女子出嫁)；同本义(跟“娶”相对)；往,赴；卖;售"
3043,叠,dié,d,ie,13,又,否,否,"(会意。金文字形,象物体叠放在“俎”上。本义:重叠)；同本义；振作；惧怕"
3044,缚,fù,f,u,13,纟,否,否,"(形声。从糸(mì),表示与线丝或缠织等有关。尃(fū)声。本义:捆绑)；同本义；绳索"
3045,缝,féng / fèng,f,eng,13,纟,是,否,"(形声。从糸(mì),表示与线丝等有关, 逢声。本义:以针线连缀)；同本义"
3046,缠,chán,ch,an,13,纟,否,否,"(形声。从糸,廛(chán)声。本义:围绕,缠绕)；同本义"
3047,缤,bīn,b,in,13,纟,否,否,"(形声。从糸(mì),宾声。本义:繁盛,众多)；同本义；紊乱"
3048,剿,jiǎo / chāo,j,iao,13,刂,是,否,抄袭
3049,静,jìnɡ,j,inɡ,14,青,否,否,"(形声。从青,争声。本义:彩色分布适当)；安静;宁静；静止,物体不运动(跟“动”相反)；没有声响;寂静；干净,纯净；善；倦怠；清理;使干净；使安定；直言相劝,止人之失；古州名；唐置。在今四川省松潘县西南；辽置。在今辽宁省境；真情；姓"
3050,碧,bì,b,i,14,石,否,否,"(形声。从玉,从石,白声。本义:青绿色的玉石)；同本义；又；指代绿水；青绿色；青白色,浅蓝色"
3051,璃,lí,l,i,14,王,否,否,"(形声。从玉,离声。琉璃:光洁如玉的石珠)——见“玻璃”(bōli)"
3052,赘,zhuì,zh,ui,14,贝,否,否,"(会意。从敖贝。敖犹“放”,贝与财富有关。本义:抵押)；同本义；聚会；连缀,附着；又如;赘附(依附);赘旒(连缀)；增添;附加 。如;赘名(附列其名)；恶的；就婚于女家与改为女家姓的男子称为“赘婿”。对男家来说,出去当赘婿称为“出赘”。对女家来说,招女婿称为“招赘”。男子到女家当赘婿称为“入赘”；颈椎骨；赘瘤;肉瘤"
3053,熬,āo / áo,,ao,14,灬,是,否,"(形声。从火,敖声。本义:煎干;炒干)；同本义；用小火慢煮；忍受;忍耐;坚持"
3054,墙,qiánɡ,q,ianɡ,14,土,否,否,"(会意。从啬,从土。“啬”有节俭收藏的意思。垒土为墙,意在收藏。本义:房屋或园场周围的障壁)；同本义；门屏"
3055,墟,xū,x,u,14,土,否,否,"(本作“虚”。形声。从土,虚声。本义:大土山)；同本义；废址,故城；坟墓；乡村集市；场所；毁为废墟；奴役"
3056,嘉,jiā,j,ia,14,口,否,否,"(形声。从壴(zhù),加声。本义:善,美)；同本义；幸福;吉祥；乐;欢娱；赞美,称道、颂扬事物的美好；之一。(指饮食、婚冠、宾射、飨宴、贺庆等礼)"
3057,摧,cuī,c,ui,14,扌,否,否,"(形声。从手,崔声。本义:折断)；同本义；摧毁,破坏,毁坏；挫败；悲痛,哀伤"
3058,赫,hè,h,e,14,赤,否,是,"(会意。从二赤。火赤。本义:泛指赤色)；红如火烧。亦泛指火红色；显耀；显盛；光明；勃然大怒；恐吓；使感到惊奇、震骇或恐怖；分裂,支解"
3059,截,jié,j,ie,14,戈,否,否,"(形声。从戈,雀声。本义:断绝,切断)；同本义；拦阻;阻挡；直渡;跨越；购买；了结"
3060,誓,shì,sh,i,14,言,否,否,"(形声。从言,折声。本义:发誓;立誓)；同本义；接受爵位；告诫;告知；指国与国、人与人之间所订立的誓约;盟约;誓言；谨慎"
3061,境,jìnɡ,j,inɡ,14,土,否,否,"(形声。从土,竟声。本义:边境,国境)；同本义；字本作“竟”；居所,地方；景象,景物"
3062,摘,zhāi,zh,ai,14,扌,否,否,"(形声。小篆字形,从手,啻(chì)声。本义:用手采下或取下)；同本义；除去,去掉；摘录"
3063,摔,shuāi,sh,uai,14,扌,否,否,"(形声。从手,率声。本义:用力扔在地上)；同本义；跌倒;落下"
3064,撇,piē / piě,p,ie,14,扌,是,否,"(形声。从手,敝声。本义:抛弃,弃置不顾)；同本义；眼光掠过;匆匆一看；碰触;击；拂拭,掠过"
3065,聚,jù,j,u,14,耳,否,否,"(形声。小篆,下面是三个人,表示人多;上面的“取”,作声符。本义:村落)；同本义；众;集团;一伙；地名 。在今山西省绛县东南；会合;聚集；积蓄,累积；征集；使民众聚居"
3066,慕,mù,m,u,14,小,否,是,"(形声。从心,莫声。本义:依恋;向往)；同本义；仰慕;羡慕；姓"
3067,暮,mù,m,u,14,日,否,否,"(形声。从日,莫声。古字作“莫”,像太阳落到草丛中,表示天将晚。“暮”为后起字。本义:日落时,傍晚)；同本义；夜晚；喻指年老,衰老；迟;晚"
3068,摹,mó,m,o,14,手,否,否,"(形声。从手,莫声。本义:临摹,照着样子描画、写字)；同本义；仿效；描写,描绘"
3069,蔓,màn / wàn,m,an,14,艹,是,否,"(形声。从艸,曼声。本义:藤蔓,草本蔓生植物的枝茎) 同本义；蔓延;滋长"
3070,蔑,miè,m,ie,14,艹,否,否,"(会意。从苜(mò),从戍。“苜”是眼睛歪斜无神,“戍”是戍守人。合而表示人过于劳倦眼睛歪斜无神。本义:眼睛红肿看不清)；同本义；细小;轻微；轻视;轻侮。亦作“懱”；灭,消灭；无;没有；以血涂染。引申为污,诬蔑"
3071,蔡,cài,c,ai,14,艹,否,是,"(形声，祭声。本义:野草)；同本义；周代国名,在今河南省上蔡、新蔡等县一带；占卜用的大龟；姓"
3072,蔗,zhè,zh,e,14,艹,否,否,"(形声。从艸,庶声。本义:甘蔗)"
3073,蔽,bì,b,i,14,艹,否,否,"(形声。从艸,敝声。本义:小草)；遮住,遮掩；隐藏 蔽林间窥之。——唐·柳宗元《三戒》；庇护；掩饰；蒙蔽；概括"
3074,蔼,ǎi,,ai,14,艹,否,否,"树木生长繁茂；盛多的样子；和气,态度好；云气"
3075,熙,xī,x,i,14,灬,否,否,"(形声,本义:曝晒;晒太阳)；同本义；振兴;兴起；嬉戏；光明、明亮；兴盛；和悦；幸福;吉祥；和暖;暖和"
3076,蔚,wèi,w,ei,14,艹,否,是,"(会意。从艸,尉声。本义:牡蒿)；同本义 。菊科。一种多年生草本(Artemisia japonica)。全草入药；病；草木茂盛；有文采；云气弥漫的；盛大；聚集"
3077,兢,jīnɡ,j,inɡ,14,儿,否,否,"(象形。金文字形,象二人头顶重物形。头上戴着重物,故常戒惕小心。本义:小心谨慎的样子)；同本义；强劲"
3078,模,mó / mú,m,o,14,木,是,否,"(形声。从木,莫声。本义:铸造器物的模子)；同本义；楷式,榜样。特指值得学习的先进人物；仿效,效法；照原件描画,临摹"
3079,槛,jiàn / kǎn,j,ian,14,木,是,否,槛车;囚车；关牲畜野兽的栅栏；栏杆的纵木；栏杆的横木；泛指栏杆；捕捉野兽的机具；四方加板的船；浴盆；以槛车关、载；禁闭;拘囚
3080,榴,liú,l,iu,14,木,否,否,"(形声。从木,留声。本义:木名。即“石榴”)；同本义 。一种落叶灌木,开红花,果实球状,内有很多种子,种子上的肉可吃,根和皮可做驱虫药。种子为汉·张骞出使西域时自安石国带回,故名“安石榴”,后略称“石榴”,也简称“榴”"
3081,榜,bǎng / bàng,b,ang,14,木,是,否,木片；匾额；告示应试取录的名单；公开张贴的名单、文书、告示；屋栋；公开张贴文书、告示；题署
3082,榨,zhà,zh,a,14,木,否,否,压出物体里汁液的器具
3083,榕,rónɡ,r,onɡ,14,木,否,否,"一种常绿乔木 ,树干分枝多,枝上又长出许多气生根,其向下长入土中形成一支柱,树冠大,叶互生,椭圆形或卵形,花黄色或淡红色,果实倒卵形,黄色或赤褐色；福建省福州市的别称"
3084,歌,ɡē,,ɡe,14,欠,否,否,"(形声。从欠,哥声。从“欠”,表示与口有关系。本义:唱)；同本义；歌颂,赞美；奏乐;伴奏；又指；作歌;作诗；歌曲;歌词"
3085,遭,zāo,z,ao,14,辶,否,否,"(形声。从辵(chuò),曹声。本义:遇见,碰到)；同本义(多指碰到不幸的事)；受到;遭受；际遇,人生中的好运或坏运气；次,回；一圈,一场"
3086,酵,jiào,j,iao,14,酉,否,否,"(形声。从酉(yǒu),表示与酒有关,孝声。本义:酒母)；酒滓"
3087,酷,kù,k,u,14,酉,否,否,"(形声。从酉(yǒu),表示与酒有关,告声。本义:酒味浓;香气浓)；同本义；残暴;苛刻；悲惨;痛苦；极,非常；惨痛,痛恨"
3088,酿,niànɡ,n,ianɡ,14,酉,否,否,"(形声。从酉(yǒu),襄声。本义:做酒,酿造)；同本义。原专指酿酒,后也指利用发酵作用酿造蜜、醋、酱等；酝酿,逐渐形成；娇宠；酒"
3089,酸,suān,s,uan,14,酉,否,否,"(形声。从酉(yǒu),“酉”是汉字部首之一。从“酉”,与酒、酪等有关。本义:醋)；像醋一样的气味或味道；杂剧脚色之一,主要扮演青年文人,因此亦用作对文人的蔑称；酸类物质名 。能与碱反应生成盐的一种化合物(如盐酸、硫酸或苯甲酸);如溶于水,则其水溶液呈酸味,能使石蕊试纸变红,与某些金属(如铁,锌,锡)反应放出氢气;一种含氢化合物(HX),在水溶液中产生水合氢离子(如H3O+)和阴离子X-,强酸(如硝酸、盐酸或三氯醋酸)的稀溶液电离程度基本完全,弱酸(如醋酸或苯甲酸)的电离度可能只有百分之一,极弱的酸(如氢氰酸或硼酸)的电离度远小于百分之一；寒酸;迂腐。形容读书人的贫寒；悲痛；因男女关系而引起的嫉妒；酸痛,因疾病或疲劳引起的筋肉微痛而无力的感觉"
